Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 2597,Thep hop,tan,14.08,73544,5,Ghi chu 2597
Vat tu 2598,Vat tu tieu hao,cai,162.86,50224,5,Ghi chu 2598
Vat tu 2599,Dam thep,cai,216.42,78576,5,Ghi chu 2599
Vat tu 2600,Tam thep,thung,213.35,52473,5,Ghi chu 2600
Vat tu 2601,Ong thep,thung,29.14,80878,5,Ghi chu 2601
Vat tu 2602,Thep hop,tam,45.67,59739,5,Ghi chu 2602
Vat tu 2603,Tam thep,cuon,263.22,66365,5,Ghi chu 2603
Vat tu 2604,Tam thep,tan,136.36,73010,5,Ghi chu 2604
Vat tu 2605,Dam thep,thung,305.15,58250,5,Ghi chu 2605
Vat tu 2606,Thep hinh,tam,194.29,77267,5,Ghi chu 2606
Vat tu 2607,Vat tu tieu hao,tan,325.93,50725,5,Ghi chu 2607
Vat tu 2608,Thep hinh,thung,177.30,63197,5,Ghi chu 2608
Vat tu 2609,Vat tu tieu hao,cuon,281.15,72122,5,Ghi chu 2609
Vat tu 2610,Vat tu tieu hao,kg,297.38,61726,5,Ghi chu 2610
Vat tu 2611,Tam thep,thung,49.87,61752,5,Ghi chu 2611
Vat tu 2612,Tam thep,met,139.21,81338,5,Ghi chu 2612
Vat tu 2613,Thep hinh,tam,96.53,78075,5,Ghi chu 2613
Vat tu 2614,Vat tu tieu hao,cai,162.07,51259,5,Ghi chu 2614
Vat tu 2615,Vat tu tieu hao,met,150.20,76565,5,Ghi chu 2615
Vat tu 2616,Thep goc,cuon,215.46,59314,5,Ghi chu 2616
Vat tu 2617,Dam thep,cai,61.99,62900,5,Ghi chu 2617
Vat tu 2618,Ong thep,cuon,310.30,77599,5,Ghi chu 2618
Vat tu 2619,Vat tu tieu hao,kg,275.21,64357,5,Ghi chu 2619
Vat tu 2620,Tam thep,cai,84.82,63008,5,Ghi chu 2620
Vat tu 2621,Thep hop,cuon,135.36,74013,5,Ghi chu 2621
Vat tu 2622,Thep hop,tam,272.72,69247,5,Ghi chu 2622
Vat tu 2623,Thep hop,cai,312.37,71319,5,Ghi chu 2623
Vat tu 2624,Tam thep,thung,218.23,66900,5,Ghi chu 2624
Vat tu 2625,Thep hinh,tan,39.08,73673,5,Ghi chu 2625
Vat tu 2626,Ong thep,cuon,236.68,57330,5,Ghi chu 2626
Vat tu 2627,Dam thep,kg,43.71,62281,5,Ghi chu 2627
Vat tu 2628,Thep hinh,kg,89.29,51466,5,Ghi chu 2628
Vat tu 2629,Dam thep,cuon,151.51,66158,5,Ghi chu 2629
Vat tu 2630,Bu long - Oc vit,tan,309.34,75954,5,Ghi chu 2630
Vat tu 2631,Thep hop,met,312.03,75167,5,Ghi chu 2631
Vat tu 2632,Thep hinh,kg,94.67,64304,5,Ghi chu 2632
Vat tu 2633,Tam thep,kg,102.05,69050,5,Ghi chu 2633
Vat tu 2634,Thep hinh,tam,231.99,69179,5,Ghi chu 2634
Vat tu 2635,Vat tu tieu hao,cai,255.37,79426,5,Ghi chu 2635
Vat tu 2636,Vat tu tieu hao,tam,272.94,69003,5,Ghi chu 2636
Vat tu 2637,Thep hop,tam,88.74,59103,5,Ghi chu 2637
Vat tu 2638,Tam thep,tan,275.02,70740,5,Ghi chu 2638
Vat tu 2639,Thep hop,cuon,136.80,64201,5,Ghi chu 2639
Vat tu 2640,Dam thep,tam,268.65,63766,5,Ghi chu 2640
Vat tu 2641,Vat tu tieu hao,tan,198.61,57121,5,Ghi chu 2641
Vat tu 2642,Thep goc,cuon,127.40,51954,5,Ghi chu 2642
Vat tu 2643,Bu long - Oc vit,tam,226.09,74673,5,Ghi chu 2643
Vat tu 2644,Bu long - Oc vit,tan,153.28,54434,5,Ghi chu 2644
Vat tu 2645,Thep hop,tam,241.93,79417,5,Ghi chu 2645
Vat tu 2646,Thep hop,met,30.43,60267,5,Ghi chu 2646
Vat tu 2647,Dam thep,thung,185.95,69719,5,Ghi chu 2647
Vat tu 2648,Ong thep,cuon,126.23,73872,5,Ghi chu 2648
Vat tu 2649,Vat tu tieu hao,tan,175.16,79771,5,Ghi chu 2649
Vat tu 2650,Thep goc,kg,165.16,70604,5,Ghi chu 2650
Vat tu 2651,Thep hinh,thung,199.00,65186,5,Ghi chu 2651
Vat tu 2652,Thep hop,tan,218.22,65128,5,Ghi chu 2652
Vat tu 2653,Bu long - Oc vit,kg,66.29,63073,5,Ghi chu 2653
Vat tu 2654,Vat tu tieu hao,thung,291.52,70909,5,Ghi chu 2654
Vat tu 2655,Thep hop,met,139.91,78073,5,Ghi chu 2655
Vat tu 2656,Ong thep,kg,112.14,50675,5,Ghi chu 2656
Vat tu 2657,Vat tu tieu hao,cuon,251.27,66408,5,Ghi chu 2657
Vat tu 2658,Vat tu tieu hao,tan,119.39,67720,5,Ghi chu 2658
Vat tu 2659,Thep hop,met,269.56,59123,5,Ghi chu 2659
Vat tu 2660,Dam thep,kg,115.15,73104,5,Ghi chu 2660
Vat tu 2661,Thep hinh,tan,167.92,75358,5,Ghi chu 2661
Vat tu 2662,Vat tu tieu hao,tan,186.02,67678,5,Ghi chu 2662
Vat tu 2663,Thep goc,met,309.92,82560,5,Ghi chu 2663
Vat tu 2664,Thep goc,thung,183.01,72914,5,Ghi chu 2664
Vat tu 2665,Dam thep,thung,71.08,81118,5,Ghi chu 2665
Vat tu 2666,Thep hop,kg,254.81,80478,5,Ghi chu 2666
Vat tu 2667,Ong thep,kg,279.25,51799,5,Ghi chu 2667
Vat tu 2668,Thep hinh,cuon,319.68,77535,5,Ghi chu 2668
Vat tu 2669,Ong thep,kg,323.82,73577,5,Ghi chu 2669
Vat tu 2670,Vat tu tieu hao,met,23.47,54425,5,Ghi chu 2670
Vat tu 2671,Bu long - Oc vit,cuon,270.99,68073,5,Ghi chu 2671
Vat tu 2672,Dam thep,met,209.45,81290,5,Ghi chu 2672
Vat tu 2673,Bu long - Oc vit,tan,3.18,68575,5,Ghi chu 2673
Vat tu 2674,Thep goc,tam,93.47,68298,5,Ghi chu 2674
Vat tu 2675,Thep hop,met,219.18,62706,5,Ghi chu 2675
Vat tu 2676,Ong thep,tan,81.53,69928,5,Ghi chu 2676
Vat tu 2677,Ong thep,cuon,268.26,62926,5,Ghi chu 2677
Vat tu 2678,Ong thep,met,258.38,57231,5,Ghi chu 2678
Vat tu 2679,Vat tu tieu hao,kg,166.45,66649,5,Ghi chu 2679
Vat tu 2680,Thep goc,cai,243.78,54799,5,Ghi chu 2680
Vat tu 2681,Thep hinh,tan,38.37,50139,5,Ghi chu 2681
Vat tu 2682,Ong thep,kg,249.74,62236,5,Ghi chu 2682
Vat tu 2683,Bu long - Oc vit,tan,139.72,58851,5,Ghi chu 2683
Vat tu 2684,Vat tu tieu hao,tam,37.80,61432,5,Ghi chu 2684
Vat tu 2685,Thep hinh,met,217.99,55057,5,Ghi chu 2685
Vat tu 2686,Bu long - Oc vit,tam,66.13,70268,5,Ghi chu 2686
Vat tu 2687,Thep hinh,thung,46.82,77766,5,Ghi chu 2687
Vat tu 2688,Vat tu tieu hao,thung,169.22,81438,5,Ghi chu 2688
Vat tu 2689,Ong thep,cai,178.69,71883,5,Ghi chu 2689
Vat tu 2690,Bu long - Oc vit,thung,305.77,82198,5,Ghi chu 2690
Vat tu 2691,Tam thep,thung,151.28,56345,5,Ghi chu 2691
Vat tu 2692,Tam thep,cai,247.61,74301,5,Ghi chu 2692
Vat tu 2693,Ong thep,kg,150.05,69105,5,Ghi chu 2693
Vat tu 2694,Dam thep,tam,2.63,61142,5,Ghi chu 2694
Vat tu 2695,Thep goc,kg,239.56,80782,5,Ghi chu 2695
Vat tu 2696,Vat tu tieu hao,tan,147.77,76270,5,Ghi chu 2696
Vat tu 2697,Vat tu tieu hao,cai,9.12,81015,5,Ghi chu 2697
Vat tu 2698,Dam thep,cai,9.68,55441,5,Ghi chu 2698
Vat tu 2699,Thep goc,met,248.36,68451,5,Ghi chu 2699
Vat tu 2700,Thep hop,met,196.13,72900,5,Ghi chu 2700
Vat tu 2701,Vat tu tieu hao,thung,251.37,78517,5,Ghi chu 2701
Vat tu 2702,Tam thep,tan,12.23,80574,5,Ghi chu 2702
Vat tu 2703,Thep hinh,met,93.82,57421,5,Ghi chu 2703
Vat tu 2704,Bu long - Oc vit,met,286.76,79497,5,Ghi chu 2704
Vat tu 2705,Dam thep,cuon,153.91,67269,5,Ghi chu 2705
Vat tu 2706,Dam thep,cai,258.31,81473,5,Ghi chu 2706
Vat tu 2707,Ong thep,cuon,315.62,54506,5,Ghi chu 2707
Vat tu 2708,Vat tu tieu hao,cuon,108.38,71080,5,Ghi chu 2708
Vat tu 2709,Ong thep,cai,113.33,81394,5,Ghi chu 2709
Vat tu 2710,Thep goc,kg,175.40,54973,5,Ghi chu 2710
Vat tu 2711,Vat tu tieu hao,cuon,218.36,60347,5,Ghi chu 2711
Vat tu 2712,Thep goc,cuon,110.86,73044,5,Ghi chu 2712
Vat tu 2713,Vat tu tieu hao,kg,214.59,61212,5,Ghi chu 2713
Vat tu 2714,Ong thep,tam,13.52,70972,5,Ghi chu 2714
Vat tu 2715,Thep hop,met,11.16,66262,5,Ghi chu 2715
Vat tu 2716,Ong thep,met,295.69,64402,5,Ghi chu 2716
Vat tu 2717,Tam thep,thung,172.01,78970,5,Ghi chu 2717
Vat tu 2718,Vat tu tieu hao,thung,86.23,75521,5,Ghi chu 2718
Vat tu 2719,Tam thep,cuon,260.19,68735,5,Ghi chu 2719
Vat tu 2720,Thep hop,tan,115.71,64181,5,Ghi chu 2720
Vat tu 2721,Tam thep,tan,281.28,54279,5,Ghi chu 2721
Vat tu 2722,Vat tu tieu hao,kg,52.62,62043,5,Ghi chu 2722
Vat tu 2723,Thep goc,thung,212.97,67957,5,Ghi chu 2723
Vat tu 2724,Thep goc,thung,302.74,73034,5,Ghi chu 2724
Vat tu 2725,Dam thep,tam,275.78,58713,5,Ghi chu 2725
Vat tu 2726,Bu long - Oc vit,cai,215.66,72525,5,Ghi chu 2726
Vat tu 2727,Dam thep,tan,242.65,72776,5,Ghi chu 2727
Vat tu 2728,Thep hinh,cuon,202.84,59734,5,Ghi chu 2728
Vat tu 2729,Thep hop,kg,84.52,55079,5,Ghi chu 2729
Vat tu 2730,Ong thep,tam,251.69,72733,5,Ghi chu 2730
Vat tu 2731,Dam thep,cuon,124.51,81392,5,Ghi chu 2731
Vat tu 2732,Thep hinh,tam,193.86,75790,5,Ghi chu 2732
Vat tu 2733,Thep hop,cuon,310.26,54108,5,Ghi chu 2733
Vat tu 2734,Ong thep,tan,241.52,53404,5,Ghi chu 2734
Vat tu 2735,Vat tu tieu hao,tam,328.05,61310,5,Ghi chu 2735
Vat tu 2736,Tam thep,tam,5.22,60381,5,Ghi chu 2736
Vat tu 2737,Vat tu tieu hao,cai,211.97,69721,5,Ghi chu 2737
Vat tu 2738,Bu long - Oc vit,tan,222.03,65733,5,Ghi chu 2738
Vat tu 2739,Vat tu tieu hao,kg,236.29,53360,5,Ghi chu 2739
Vat tu 2740,Vat tu tieu hao,thung,224.04,58141,5,Ghi chu 2740
Vat tu 2741,Ong thep,tan,54.03,52394,5,Ghi chu 2741
Vat tu 2742,Thep goc,kg,41.41,68393,5,Ghi chu 2742
Vat tu 2743,Tam thep,met,290.48,51215,5,Ghi chu 2743
Vat tu 2744,Thep hop,cuon,14.75,82676,5,Ghi chu 2744
Vat tu 2745,Vat tu tieu hao,cuon,62.84,58310,5,Ghi chu 2745
Vat tu 2746,Ong thep,cuon,110.26,54788,5,Ghi chu 2746
Vat tu 2747,Vat tu tieu hao,cai,133.23,51337,5,Ghi chu 2747
Vat tu 2748,Dam thep,cai,99.33,51207,5,Ghi chu 2748
Vat tu 2749,Dam thep,met,261.49,59171,5,Ghi chu 2749
Vat tu 2750,Tam thep,cai,238.81,82623,5,Ghi chu 2750
Vat tu 2751,Tam thep,kg,.61,55071,5,Ghi chu 2751
Vat tu 2752,Thep hinh,met,182.67,53709,5,Ghi chu 2752
Vat tu 2753,Thep goc,tam,54.93,55782,5,Ghi chu 2753
Vat tu 2754,Bu long - Oc vit,cuon,121.46,77410,5,Ghi chu 2754
Vat tu 2755,Bu long - Oc vit,thung,115.87,62812,5,Ghi chu 2755
Vat tu 2756,Vat tu tieu hao,kg,16.29,70298,5,Ghi chu 2756
Vat tu 2757,Dam thep,tam,178.06,58707,5,Ghi chu 2757
Vat tu 2758,Thep goc,kg,72.80,63662,5,Ghi chu 2758
Vat tu 2759,Thep hop,cuon,41.70,53840,5,Ghi chu 2759
Vat tu 2760,Tam thep,met,78.46,74050,5,Ghi chu 2760
Vat tu 2761,Thep hinh,tam,282.18,62955,5,Ghi chu 2761
Vat tu 2762,Thep hop,kg,185.21,60932,5,Ghi chu 2762
Vat tu 2763,Thep hinh,tam,315.72,51346,5,Ghi chu 2763
Vat tu 2764,Thep hop,tam,216.82,51487,5,Ghi chu 2764
Vat tu 2765,Tam thep,kg,140.40,77564,5,Ghi chu 2765
Vat tu 2766,Ong thep,tan,8.83,76118,5,Ghi chu 2766
Vat tu 2767,Bu long - Oc vit,thung,138.55,80695,5,Ghi chu 2767
Vat tu 2768,Bu long - Oc vit,tam,192.12,62083,5,Ghi chu 2768
Vat tu 2769,Thep hinh,kg,155.37,61274,5,Ghi chu 2769
Vat tu 2770,Thep goc,cuon,326.17,76830,5,Ghi chu 2770
Vat tu 2771,Thep goc,cai,39.38,74019,5,Ghi chu 2771
Vat tu 2772,Dam thep,tan,104.63,78656,5,Ghi chu 2772
Vat tu 2773,Tam thep,met,278.93,59472,5,Ghi chu 2773
Vat tu 2774,Bu long - Oc vit,tan,99.78,71770,5,Ghi chu 2774
Vat tu 2775,Thep hop,tam,1.30,59913,5,Ghi chu 2775
Vat tu 2776,Ong thep,cai,255.09,64036,5,Ghi chu 2776
Vat tu 2777,Ong thep,thung,41.30,80427,5,Ghi chu 2777
Vat tu 2778,Thep hinh,cuon,218.65,66498,5,Ghi chu 2778
Vat tu 2779,Thep goc,thung,111.23,82655,5,Ghi chu 2779
Vat tu 2780,Thep goc,cai,25.71,66170,5,Ghi chu 2780
Vat tu 2781,Dam thep,cuon,6.88,55636,5,Ghi chu 2781
Vat tu 2782,Bu long - Oc vit,tam,105.10,57169,5,Ghi chu 2782
Vat tu 2783,Tam thep,tam,282.02,60985,5,Ghi chu 2783
Vat tu 2784,Thep goc,met,115.39,61760,5,Ghi chu 2784
Vat tu 2785,Thep goc,tam,124.80,67631,5,Ghi chu 2785
Vat tu 2786,Thep hinh,tam,187.44,55896,5,Ghi chu 2786
Vat tu 2787,Tam thep,tan,276.07,58703,5,Ghi chu 2787
Vat tu 2788,Tam thep,tan,29.70,73966,5,Ghi chu 2788
Vat tu 2789,Tam thep,kg,252.95,57071,5,Ghi chu 2789
Vat tu 2790,Dam thep,cai,311.38,62845,5,Ghi chu 2790
Vat tu 2791,Ong thep,met,92.63,61168,5,Ghi chu 2791
Vat tu 2792,Tam thep,thung,157.30,51965,5,Ghi chu 2792
Vat tu 2793,Ong thep,cai,6.05,56215,5,Ghi chu 2793
Vat tu 2794,Thep goc,cuon,151.77,79289,5,Ghi chu 2794
Vat tu 2795,Tam thep,cuon,246.85,63458,5,Ghi chu 2795
Vat tu 2796,Ong thep,met,314.32,61505,5,Ghi chu 2796
Vat tu 2797,Vat tu tieu hao,thung,269.00,63929,5,Ghi chu 2797
Vat tu 2798,Bu long - Oc vit,tam,4.54,82202,5,Ghi chu 2798
Vat tu 2799,Thep goc,met,111.70,76664,5,Ghi chu 2799
Vat tu 2800,Thep hop,tan,145.70,62656,5,Ghi chu 2800
Vat tu 2801,Dam thep,cuon,6.06,62180,5,Ghi chu 2801
Vat tu 2802,Thep hop,cuon,151.94,76940,5,Ghi chu 2802
Vat tu 2803,Bu long - Oc vit,thung,34.68,79536,5,Ghi chu 2803
Vat tu 2804,Bu long - Oc vit,kg,321.00,52973,5,Ghi chu 2804
Vat tu 2805,Vat tu tieu hao,kg,183.65,82321,5,Ghi chu 2805
Vat tu 2806,Dam thep,met,260.31,50680,5,Ghi chu 2806
Vat tu 2807,Tam thep,cuon,320.13,51147,5,Ghi chu 2807
Vat tu 2808,Bu long - Oc vit,cai,72.55,67292,5,Ghi chu 2808
Vat tu 2809,Dam thep,met,50.29,65508,5,Ghi chu 2809
Vat tu 2810,Thep hop,tam,143.50,54551,5,Ghi chu 2810
Vat tu 2811,Thep goc,met,324.77,51116,5,Ghi chu 2811
Vat tu 2812,Dam thep,met,2.50,67045,5,Ghi chu 2812
Vat tu 2813,Thep hinh,thung,158.75,61238,5,Ghi chu 2813
Vat tu 2814,Bu long - Oc vit,cai,229.81,75938,5,Ghi chu 2814
Vat tu 2815,Thep hop,tam,119.23,80247,5,Ghi chu 2815
Vat tu 2816,Ong thep,tan,276.88,63427,5,Ghi chu 2816
Vat tu 2817,Ong thep,cai,137.35,58537,5,Ghi chu 2817
Vat tu 2818,Dam thep,thung,170.10,60410,5,Ghi chu 2818
Vat tu 2819,Vat tu tieu hao,kg,49.29,57624,5,Ghi chu 2819
Vat tu 2820,Thep goc,thung,96.47,64401,5,Ghi chu 2820
Vat tu 2821,Thep goc,tan,71.57,54749,5,Ghi chu 2821
Vat tu 2822,Bu long - Oc vit,tam,297.47,62595,5,Ghi chu 2822
Vat tu 2823,Vat tu tieu hao,tam,41.35,60074,5,Ghi chu 2823
Vat tu 2824,Thep hop,met,128.44,74724,5,Ghi chu 2824
Vat tu 2825,Ong thep,thung,103.72,73577,5,Ghi chu 2825
Vat tu 2826,Tam thep,thung,167.66,55608,5,Ghi chu 2826
Vat tu 2827,Dam thep,tan,137.05,67302,5,Ghi chu 2827
Vat tu 2828,Tam thep,kg,36.48,76261,5,Ghi chu 2828
Vat tu 2829,Ong thep,cai,145.74,52047,5,Ghi chu 2829
Vat tu 2830,Tam thep,cuon,81.88,65024,5,Ghi chu 2830
Vat tu 2831,Dam thep,cuon,12.89,63214,5,Ghi chu 2831
Vat tu 2832,Thep hinh,cai,180.74,62291,5,Ghi chu 2832
Vat tu 2833,Thep goc,tan,5.07,75350,5,Ghi chu 2833
Vat tu 2834,Thep hop,thung,163.01,53057,5,Ghi chu 2834
Vat tu 2835,Tam thep,cuon,166.98,56611,5,Ghi chu 2835
Vat tu 2836,Thep hop,kg,143.45,66459,5,Ghi chu 2836
Vat tu 2837,Bu long - Oc vit,met,83.27,59336,5,Ghi chu 2837
Vat tu 2838,Bu long - Oc vit,cuon,204.94,55313,5,Ghi chu 2838
Vat tu 2839,Vat tu tieu hao,thung,140.01,67191,5,Ghi chu 2839
Vat tu 2840,Ong thep,tan,38.98,74052,5,Ghi chu 2840
Vat tu 2841,Bu long - Oc vit,thung,160.70,55962,5,Ghi chu 2841
Vat tu 2842,Bu long - Oc vit,cai,79.71,70718,5,Ghi chu 2842
Vat tu 2843,Dam thep,tam,61.60,70834,5,Ghi chu 2843
Vat tu 2844,Thep goc,cai,312.00,82125,5,Ghi chu 2844
Vat tu 2845,Thep goc,thung,169.76,74297,5,Ghi chu 2845
Vat tu 2846,Ong thep,cai,255.98,60167,5,Ghi chu 2846
Vat tu 2847,Bu long - Oc vit,kg,146.22,63924,5,Ghi chu 2847
Vat tu 2848,Thep hinh,met,41.12,52339,5,Ghi chu 2848
Vat tu 2849,Vat tu tieu hao,tam,40.78,73375,5,Ghi chu 2849
Vat tu 2850,Tam thep,tam,236.48,64008,5,Ghi chu 2850
Vat tu 2851,Ong thep,met,281.07,59475,5,Ghi chu 2851
Vat tu 2852,Tam thep,cuon,52.31,67498,5,Ghi chu 2852
Vat tu 2853,Bu long - Oc vit,met,154.59,68451,5,Ghi chu 2853
Vat tu 2854,Vat tu tieu hao,cai,153.79,75604,5,Ghi chu 2854
Vat tu 2855,Bu long - Oc vit,cuon,325.04,61272,5,Ghi chu 2855
Vat tu 2856,Thep hinh,kg,127.89,54269,5,Ghi chu 2856
Vat tu 2857,Ong thep,tan,297.36,58551,5,Ghi chu 2857
Vat tu 2858,Thep hop,thung,65.82,65163,5,Ghi chu 2858
Vat tu 2859,Bu long - Oc vit,thung,298.71,53050,5,Ghi chu 2859
Vat tu 2860,Tam thep,thung,299.46,72693,5,Ghi chu 2860
Vat tu 2861,Thep goc,tan,7.15,81437,5,Ghi chu 2861
Vat tu 2862,Thep hop,thung,84.29,74354,5,Ghi chu 2862
Vat tu 2863,Bu long - Oc vit,kg,12.90,70706,5,Ghi chu 2863
Vat tu 2864,Ong thep,thung,293.29,78020,5,Ghi chu 2864
Vat tu 2865,Bu long - Oc vit,kg,179.47,50715,5,Ghi chu 2865
Vat tu 2866,Ong thep,thung,99.91,80723,5,Ghi chu 2866
Vat tu 2867,Thep hinh,tam,3.53,80140,5,Ghi chu 2867
Vat tu 2868,Thep hinh,thung,121.79,50134,5,Ghi chu 2868
Vat tu 2869,Dam thep,met,33.77,71779,5,Ghi chu 2869
Vat tu 2870,Thep goc,cai,45.37,62743,5,Ghi chu 2870
Vat tu 2871,Dam thep,tam,316.22,79505,5,Ghi chu 2871
Vat tu 2872,Ong thep,kg,46.93,60055,5,Ghi chu 2872
Vat tu 2873,Thep hop,cai,206.74,66407,5,Ghi chu 2873
Vat tu 2874,Thep hop,tan,226.15,71609,5,Ghi chu 2874
Vat tu 2875,Thep hop,cai,242.15,77723,5,Ghi chu 2875
Vat tu 2876,Thep goc,tam,198.78,57643,5,Ghi chu 2876
Vat tu 2877,Thep goc,tam,190.36,57958,5,Ghi chu 2877
Vat tu 2878,Thep hop,cuon,16.26,57657,5,Ghi chu 2878
Vat tu 2879,Dam thep,tam,281.11,80061,5,Ghi chu 2879
Vat tu 2880,Thep hop,tan,267.39,79486,5,Ghi chu 2880
Vat tu 2881,Tam thep,met,279.71,50536,5,Ghi chu 2881
Vat tu 2882,Dam thep,tam,69.63,70263,5,Ghi chu 2882
Vat tu 2883,Ong thep,cuon,284.66,51612,5,Ghi chu 2883
Vat tu 2884,Thep hop,tam,43.67,54046,5,Ghi chu 2884
Vat tu 2885,Bu long - Oc vit,tam,181.77,58515,5,Ghi chu 2885
Vat tu 2886,Thep hinh,thung,245.25,73567,5,Ghi chu 2886
Vat tu 2887,Bu long - Oc vit,thung,322.44,50038,5,Ghi chu 2887
Vat tu 2888,Thep hinh,tan,59.37,75229,5,Ghi chu 2888
Vat tu 2889,Thep hinh,met,19.74,55069,5,Ghi chu 2889
Vat tu 2890,Vat tu tieu hao,cai,286.70,81078,5,Ghi chu 2890
Vat tu 2891,Vat tu tieu hao,kg,66.86,57550,5,Ghi chu 2891
Vat tu 2892,Tam thep,kg,277.07,57690,5,Ghi chu 2892
Vat tu 2893,Dam thep,tam,290.63,62885,5,Ghi chu 2893
Vat tu 2894,Thep goc,met,38.78,51316,5,Ghi chu 2894
Vat tu 2895,Ong thep,thung,48.97,71435,5,Ghi chu 2895
Vat tu 2896,Thep hop,cuon,27.15,71114,5,Ghi chu 2896
Vat tu 2897,Dam thep,tam,280.13,75075,5,Ghi chu 2897
Vat tu 2898,Dam thep,cuon,226.30,71137,5,Ghi chu 2898
Vat tu 2899,Bu long - Oc vit,kg,248.30,79465,5,Ghi chu 2899
Vat tu 2900,Thep hinh,thung,324.98,82684,5,Ghi chu 2900
Vat tu 2901,Thep hinh,tan,87.48,62931,5,Ghi chu 2901
Vat tu 2902,Tam thep,cai,13.54,60589,5,Ghi chu 2902
Vat tu 2903,Ong thep,cai,20.01,76985,5,Ghi chu 2903
Vat tu 2904,Bu long - Oc vit,met,.80,61622,5,Ghi chu 2904
Vat tu 2905,Thep goc,tam,227.36,69954,5,Ghi chu 2905
Vat tu 2906,Dam thep,kg,148.44,62988,5,Ghi chu 2906
Vat tu 2907,Vat tu tieu hao,tan,303.84,51017,5,Ghi chu 2907
Vat tu 2908,Thep hinh,kg,130.80,73005,5,Ghi chu 2908
Vat tu 2909,Ong thep,kg,183.13,52499,5,Ghi chu 2909
Vat tu 2910,Vat tu tieu hao,met,217.37,60176,5,Ghi chu 2910
Vat tu 2911,Thep hinh,cai,14.31,67907,5,Ghi chu 2911
Vat tu 2912,Tam thep,thung,92.86,72739,5,Ghi chu 2912
Vat tu 2913,Thep goc,thung,153.19,69835,5,Ghi chu 2913
Vat tu 2914,Vat tu tieu hao,tan,207.43,56369,5,Ghi chu 2914
Vat tu 2915,Thep hinh,tan,45.01,56290,5,Ghi chu 2915
Vat tu 2916,Bu long - Oc vit,thung,3.28,80136,5,Ghi chu 2916
Vat tu 2917,Tam thep,met,212.09,59285,5,Ghi chu 2917
Vat tu 2918,Dam thep,tan,239.03,66768,5,Ghi chu 2918
Vat tu 2919,Dam thep,cai,278.96,75644,5,Ghi chu 2919
Vat tu 2920,Tam thep,thung,263.10,50690,5,Ghi chu 2920
Vat tu 2921,Dam thep,kg,80.84,64211,5,Ghi chu 2921
Vat tu 2922,Thep hinh,kg,246.72,51570,5,Ghi chu 2922
Vat tu 2923,Bu long - Oc vit,met,203.33,65634,5,Ghi chu 2923
Vat tu 2924,Vat tu tieu hao,thung,326.68,55971,5,Ghi chu 2924
Vat tu 2925,Bu long - Oc vit,tan,216.99,70333,5,Ghi chu 2925
Vat tu 2926,Thep hop,tan,119.54,56255,5,Ghi chu 2926
Vat tu 2927,Thep goc,thung,113.15,76357,5,Ghi chu 2927
Vat tu 2928,Tam thep,tam,20.37,66753,5,Ghi chu 2928
Vat tu 2929,Vat tu tieu hao,cai,63.94,52177,5,Ghi chu 2929
Vat tu 2930,Vat tu tieu hao,tan,85.81,61742,5,Ghi chu 2930
Vat tu 2931,Thep hinh,cuon,57.39,57396,5,Ghi chu 2931
Vat tu 2932,Bu long - Oc vit,cai,81.54,82502,5,Ghi chu 2932
Vat tu 2933,Thep goc,cai,25.02,61870,5,Ghi chu 2933
Vat tu 2934,Dam thep,thung,217.34,50806,5,Ghi chu 2934
Vat tu 2935,Dam thep,thung,164.35,79648,5,Ghi chu 2935
Vat tu 2936,Dam thep,cuon,291.15,61692,5,Ghi chu 2936
Vat tu 2937,Ong thep,met,220.40,78219,5,Ghi chu 2937
Vat tu 2938,Dam thep,kg,164.11,65090,5,Ghi chu 2938
Vat tu 2939,Tam thep,thung,86.75,60524,5,Ghi chu 2939
Vat tu 2940,Ong thep,thung,94.49,55260,5,Ghi chu 2940
Vat tu 2941,Dam thep,cai,188.76,55349,5,Ghi chu 2941
Vat tu 2942,Bu long - Oc vit,kg,65.68,60783,5,Ghi chu 2942
Vat tu 2943,Dam thep,tan,151.73,55779,5,Ghi chu 2943
Vat tu 2944,Thep goc,tam,182.41,66775,5,Ghi chu 2944
Vat tu 2945,Thep hop,kg,125.41,77985,5,Ghi chu 2945
Vat tu 2946,Thep hop,met,165.34,54808,5,Ghi chu 2946
Vat tu 2947,Dam thep,cai,265.38,65004,5,Ghi chu 2947
Vat tu 2948,Thep goc,met,204.50,74850,5,Ghi chu 2948
Vat tu 2949,Ong thep,cuon,125.55,53192,5,Ghi chu 2949
Vat tu 2950,Thep hinh,cuon,207.29,75195,5,Ghi chu 2950
Vat tu 2951,Thep goc,met,17.69,75357,5,Ghi chu 2951
Vat tu 2952,Bu long - Oc vit,tam,67.11,70378,5,Ghi chu 2952
Vat tu 2953,Thep goc,tam,41.05,81068,5,Ghi chu 2953
Vat tu 2954,Thep goc,thung,130.19,64568,5,Ghi chu 2954
Vat tu 2955,Vat tu tieu hao,thung,281.29,80830,5,Ghi chu 2955
Vat tu 2956,Ong thep,cuon,7.76,67229,5,Ghi chu 2956
Vat tu 2957,Dam thep,cuon,58.72,50300,5,Ghi chu 2957
Vat tu 2958,Dam thep,cuon,249.44,67724,5,Ghi chu 2958
Vat tu 2959,Dam thep,tan,13.86,76482,5,Ghi chu 2959
